Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Unit_Price,Salesperson,Target_Sales,Customer_Rating,Return_Status
ORD-00227,2021-12-08,2021-12-12,Second Class,CUST0079,Rohit Bajaj,Corporate,Central,Himachal,Himachal_City2,Clothing,Jeans,Jeans - Model 620,46587.12,12,0.15,10720.84,3882.26,Geetha Iyer,55580.32,4.2,No Return
ORD-00228,2023-04-12,2023-04-13,Standard Class,CUST0024,Vijay Reddy,SME,South,Andhra Pradesh,Andhra Pradesh_City4,Electronics,Monitor,Monitor - Model 728,74128.32,16,0.15,4816.55,4633.02,Isha Gupta,69920.4,4.9,No Return
ORD-00229,2022-10-06,2022-10-12,Standard Class,CUST0052,Kiran Mishra,Home Office,South,Andhra Pradesh,Andhra Pradesh_City2,Clothing,T-Shirt,T-Shirt - Model 770,10140.0,10,0.3,1631.51,1014.0,Arun Kumar,13058.52,1.3,No Return
ORD-00230,2021-09-10,2021-09-16,First Class,CUST0151,Unknown,Home Office,West,Rajasthan,Rajasthan_City3,Clothing,Jacket,Jacket - Model 331,2143.02,17,0.25,113.45,126.06,Jayesh Shah,2746.34,2.8,Returned
ORD-00231,2021-09-09,2021-09-14,First Class,CUST0105,Kiran Mishra,SME,Central,MP,MP_City4,Office Supplies,Notebook,Notebook - Model 676,11260.88,4,0.2,1245.68,2815.22,Harish Mehta,13343.96,4.0,Returned
ORD-00232,2022-06-14,2022-06-17,Standard Class,CUST0030,Ravi Chandran,Home Office,West,MP,MP_City2,Electronics,Headphones,Headphones - Model 394,5832.69,3,0.3,1421.9,1944.23,Bhavna Sharma,5829.57,4.0,No Return
ORD-00233,2022-08-24,2022-08-26,Second Class,CUST0081,Kavita Menon,Consumer,North,Uttarakhand,Uttarakhand_City3,Furniture,Sofa,Sofa - Model 311,31338.09,7,0.1,2956.81,4476.87,Divya Reddy,28247.63,2.0,No Return
ORD-00234,2021-08-12,2021-08-17,First Class,CUST0174,Divya Shah,SME,South,Tamil Nadu,Tamil Nadu_City5,Electronics,Laptop,Laptop - Model 989,1655.8,20,0.3,246.23,82.79,Elan Nair,1730.98,4.9,No Return
ORD-00235,2023-07-28,2023-07-28,Second Class,CUST0014,Kiran Mishra,SME,West,Gujarat,Gujarat_City1,Appliances,Washing Machine,Washing Machine - Model 815,33847.52,14,0.2,1618.42,2417.68,Isha Gupta,34864.14,3.8,No Return
ORD-00236,2022-05-16,2022-05-21,First Class,CUST0084,Kavita Menon,Home Office,South,Andhra Pradesh,Andhra Pradesh_City2,Appliances,Refrigerator,Refrigerator - Model 610,86322.4,20,0.05,17596.01,4316.12,Geetha Iyer,78144.75,3.8,No Return
ORD-00237,2021-12-09,2021-12-16,Second Class,CUST0047,Rohit Bajaj,SME,East,Jharkhand,Jharkhand_City4,Office Supplies,Printer Paper,Printer Paper - Model 300,24487.0,5,0.25,2177.57,4897.4,Chetan Patel,29384.86,4.0,Returned
ORD-00238,2023-09-28,2023-09-28,Standard Class,CUST0035,Kiran Mishra,SME,North,Punjab,Punjab_City1,Clothing,Jacket,Jacket - Model 807,65101.86,18,0.3,8931.34,3616.77,Chetan Patel,54035.73,4.3,Returned
ORD-00239,2021-07-04,2021-07-07,Second Class,CUST0093,Kavita Menon,Consumer,North,UP,UP_City3,Office Supplies,Stapler,Stapler - Model 463,50572.44,18,0.3,4507.02,2809.58,Farhan Khan,57480.45,2.9,Returned
ORD-00240,2024-02-03,2024-02-05,First Class,CUST0119,Vijay Reddy,Consumer,North,UP,UP_City3,Appliances,Microwave,Microwave - Model 424,19325.22,6,0.1,3070.59,3220.87,Elan Nair,22324.82,3.4,Returned
ORD-00241,2022-12-08,2022-12-14,First Class,CUST0151,Kiran Mishra,Corporate,East,Jharkhand,Jharkhand_City2,Office Supplies,File Folder,File Folder - Model 270,31488.75,15,0.05,9161.66,2099.25,Geetha Iyer,26812.82,1.3,Returned
ORD-00242,2024-05-08,2024-05-10,First Class,CUST0102,Kiran Mishra,SME,Central,MP,MP_City2,Electronics,Monitor,Monitor - Model 234,1693.35,3,0.2,130.84,564.45,Isha Gupta,2064.63,1.1,No Return
ORD-00243,2024-11-24,2024-11-28,Same Day,CUST0139,Ravi Chandran,Home Office,East,Jharkhand,Jharkhand_City3,Clothing,Blazer,Blazer - Model 593,40535.64,18,0.25,6438.67,2251.98,Isha Gupta,37031.91,1.4,No Return
ORD-00244,2023-05-16,2023-05-21,Standard Class,CUST0078,Rahul Sharma,SME,East,Jharkhand,Jharkhand_City4,Office Supplies,Notebook,Notebook - Model 406,2640.42,1,0.3,562.59,2640.42,Arun Kumar,3123.44,4.2,No Return
ORD-00245,2024-07-08,2024-07-11,Standard Class,CUST0106,Neha Tiwari,SME,North,Uttarakhand,Uttarakhand_City2,Office Supplies,Notebook,Notebook - Model 629,28056.28,14,0.05,7049.35,2004.02,Jayesh Shah,33773.8,3.7,No Return
ORD-00246,2024-05-23,2024-05-28,Same Day,CUST0018,Meena Nair,Consumer,Central,UP,UP_City3,Clothing,Formal Shirt,Formal Shirt - Model 119,7417.5,5,0.25,1038.1,1483.5,Chetan Patel,6118.07,3.1,No Return
ORD-00247,2022-06-14,2022-06-17,Same Day,CUST0184,Arjun Pillai,Home Office,North,Haryana,Haryana_City4,Office Supplies,Notebook,Notebook - Model 813,1202.41,1,0.05,62.16,1202.41,Arun Kumar,1160.48,4.4,No Return
ORD-00249,2021-05-16,2021-05-22,First Class,CUST0175,Anita Gupta,Consumer,Central,Chhattisgarh,Chhattisgarh_City3,Clothing,Jacket,Jacket - Model 153,9186.43,11,0.25,431.69,835.13,Divya Reddy,11819.6,1.9,Returned
ORD-00250,2021-10-26,2021-10-28,Same Day,CUST0071,Rohit Bajaj,Consumer,East,West Bengal,West Bengal_City3,Furniture,Bed Frame,Bed Frame - Model 889,8037.0,4,0.05,402.21,2009.25,Bhavna Sharma,7429.09,3.0,No Return
ORD-00251,2023-08-24,2023-08-26,Standard Class,CUST0040,Neha Tiwari,SME,North,Delhi,Delhi_City3,Office Supplies,File Folder,File Folder - Model 841,2691.4,4,0.05,370.8,672.85,Chetan Patel,2490.48,1.2,Returned
ORD-00252,2024-05-28,2024-05-28,Second Class,CUST0126,Suresh Verma,Corporate,Central,UP,UP_City5,Appliances,Fan,Fan - Model 258,18502.2,19,0.1,2449.58,973.8,Harish Mehta,17537.06,2.1,No Return
ORD-00254,2021-04-04,2021-04-08,Second Class,CUST0025,Kiran Mishra,Corporate,East,Jharkhand,Jharkhand_City1,Office Supplies,Pen Set,Pen Set - Model 684,800.1,3,0.05,78.74,266.7,Geetha Iyer,903.28,3.1,No Return
ORD-00256,2021-02-24,2021-02-26,Same Day,CUST0188,Amit Kumar,Consumer,Central,UP,UP_City2,Appliances,Refrigerator,Refrigerator - Model 638,4357.8,10,0.05,1400.02,435.78,Divya Reddy,4728.27,4.8,Returned
ORD-00257,2023-11-06,2023-11-11,Same Day,CUST0118,Pooja Agarwal,Home Office,North,Uttarakhand,Uttarakhand_City3,Office Supplies,File Folder,File Folder - Model 663,3502.84,4,0.05,715.42,875.71,Farhan Khan,4281.97,2.6,Returned
ORD-00258,2024-08-13,2024-08-14,Standard Class,CUST0140,Suresh Verma,Home Office,East,Assam,Assam_City5,Furniture,Wardrobe,Wardrobe - Model 116,49923.38,13,0.25,4726.25,3840.26,Isha Gupta,43310.67,4.6,No Return
ORD-00259,2022-02-02,2022-02-06,First Class,CUST0081,Rahul Sharma,Consumer,East,Odisha,Odisha_City2,Furniture,Bed Frame,Bed Frame - Model 371,41396.4,9,0.2,7183.0,4599.6,Farhan Khan,51530.76,2.0,No Return
ORD-00260,2024-12-23,2024-12-28,Standard Class,CUST0146,Suresh Verma,Home Office,East,West Bengal,West Bengal_City1,Electronics,Air Conditioner,Air Conditioner - Model 848,10895.16,3,0.3,1485.36,3631.72,Jayesh Shah,10794.63,4.1,No Return
ORD-00261,2024-01-10,2024-01-15,Standard Class,CUST0031,Deepika Iyer,Home Office,East,Jharkhand,Jharkhand_City5,Clothing,Blazer,Blazer - Model 678,92936.6,20,0.25,19741.52,4646.83,Chetan Patel,89536.59,3.8,No Return
ORD-00262,2024-03-05,2024-03-08,Standard Class,CUST0153,Rohit Bajaj,SME,North,UP,UP_City5,Clothing,Blazer,Blazer - Model 863,8430.47,17,0.15,981.26,495.91,Arun Kumar,9054.97,2.1,Returned
ORD-00263,2022-09-20,2022-09-26,Second Class,CUST0035,Divya Shah,Consumer,North,Uttarakhand,Uttarakhand_City1,Furniture,Bed Frame,Bed Frame - Model 372,18551.52,18,0.15,3873.99,1030.64,Geetha Iyer,17841.1,4.7,No Return
ORD-00264,2023-03-12,2023-03-17,Same Day,CUST0090,Suresh Verma,Consumer,North,UP,UP_City4,Clothing,Jeans,Jeans - Model 145,19309.4,11,0.25,829.27,1755.4,Divya Reddy,17375.42,2.5,No Return
ORD-00265,2024-08-01,2024-08-04,Second Class,CUST0038,Anita Gupta,Consumer,North,Delhi,Delhi_City2,Furniture,Wardrobe,Wardrobe - Model 659,1749.19,1,0.3,102.1,1749.19,Isha Gupta,2055.61,3.2,No Return
ORD-00266,2023-01-15,2023-01-21,Standard Class,CUST0135,Priya Patel,Corporate,North,UP,UP_City4,Appliances,Fan,Fan - Model 776,8037.72,9,0.1,797.24,893.08,Elan Nair,9094.61,4.7,No Return
ORD-00267,2021-06-16,2021-06-23,Standard Class,CUST0167,Sanjay Rao,Consumer,North,Delhi,Delhi_City2,Office Supplies,Scissors,Scissors - Model 612,39199.76,8,0.2,10755.9,4899.97,Harish Mehta,42349.22,3.8,No Return
ORD-00268,2023-04-17,2023-04-20,Standard Class,CUST0126,Sanjay Rao,Home Office,South,Telangana,Telangana_City4,Office Supplies,Stapler,Stapler - Model 934,845.64,6,0.25,98.67,140.94,Arun Kumar,1075.71,4.8,No Return
ORD-00269,2022-07-08,2022-07-13,Second Class,CUST0036,Amit Kumar,SME,South,Karnataka,Karnataka_City3,Clothing,Kurta,Kurta - Model 719,34158.15,13,0.25,5987.95,2627.55,Unassigned,34997.91,1.5,No Return
ORD-00270,2022-11-19,2022-11-21,First Class,CUST0036,Anita Gupta,Corporate,Central,Himachal,Himachal_City5,Furniture,Bed Frame,Bed Frame - Model 645,77389.78,17,0.15,22938.32,4552.34,Bhavna Sharma,69036.92,4.4,No Return
ORD-00272,2022-04-08,2022-04-09,Same Day,CUST0183,Kavita Menon,Corporate,South,Telangana,Telangana_City3,Appliances,Air Conditioner,Air Conditioner - Model 522,25608.24,6,0.15,4182.62,4268.04,Divya Reddy,29991.94,5.0,No Return
ORD-00273,2021-10-24,2021-10-28,Same Day,CUST0158,Unknown,Home Office,North,Punjab,Punjab_City4,Clothing,Blazer,Blazer - Model 726,47745.94,11,0.05,8085.94,4340.54,Jayesh Shah,52372.66,3.1,No Return
ORD-00274,2024-09-25,2024-09-28,Standard Class,CUST0011,Deepika Iyer,Consumer,Central,MP,MP_City3,Clothing,Jacket,Jacket - Model 550,46111.65,17,0.25,2136.43,2712.45,Geetha Iyer,57279.84,4.1,No Return
ORD-00275,2024-02-24,2024-02-28,Standard Class,CUST0157,Priya Patel,Consumer,West,Gujarat,Gujarat_City5,Clothing,Jeans,Jeans - Model 812,76894.23,17,0.15,19540.58,4523.19,Isha Gupta,66717.54,2.7,Returned
ORD-00276,2022-12-24,2022-12-25,Standard Class,CUST0183,Suresh Verma,Corporate,North,Punjab,Punjab_City4,Clothing,Saree,Saree - Model 749,7445.85,15,0.1,1725.68,496.39,Farhan Khan,6274.27,3.8,No Return
ORD-00277,2022-03-06,2022-03-13,Standard Class,CUST0197,Meena Nair,SME,West,MP,MP_City3,Clothing,T-Shirt,T-Shirt - Model 416,31340.98,11,0.25,7258.61,2849.18,Harish Mehta,29598.12,1.7,No Return
ORD-00278,2021-10-16,2021-10-18,Second Class,CUST0065,Rahul Sharma,SME,South,Tamil Nadu,Tamil Nadu_City4,Appliances,Geyser,Geyser - Model 519,37698.9,15,0.15,6827.0,2513.26,Harish Mehta,31655.86,3.4,No Return
ORD-00279,2021-03-28,2021-03-28,First Class,CUST0143,Suresh Verma,Home Office,Central,UP,UP_City1,Appliances,Fan,Fan - Model 150,1929.92,2,0.0,474.73,964.96,Bhavna Sharma,1946.28,1.7,No Return
ORD-00281,2021-08-24,2021-08-28,First Class,CUST0135,Unknown,SME,East,Bihar,Bihar_City5,Appliances,Air Conditioner,Air Conditioner - Model 968,21557.69,7,0.0,4773.09,3079.67,Farhan Khan,20044.99,3.3,No Return
ORD-00282,2023-04-01,2023-04-02,Standard Class,CUST0134,Divya Shah,SME,South,Telangana,Telangana_City1,Appliances,Air Conditioner,Air Conditioner - Model 855,64792.0,16,0.2,6210.52,4049.5,Divya Reddy,77736.29,5.0,Returned
ORD-00285,2021-06-13,2021-06-19,Second Class,CUST0148,Manoj Joshi,SME,Central,Himachal,Himachal_City2,Electronics,Mobile Phone,Mobile Phone - Model 709,4533.0,12,0.05,577.65,377.75,Bhavna Sharma,5586.0,4.0,No Return
ORD-00286,2023-03-04,2023-03-07,Standard Class,CUST0128,Deepika Iyer,Consumer,West,Haryana,Haryana_City1,Clothing,T-Shirt,T-Shirt - Model 554,27443.28,12,0.1,2836.48,2286.94,Isha Gupta,22296.77,2.9,No Return
ORD-00287,2022-04-24,2022-04-25,Same Day,CUST0135,Anita Gupta,SME,South,Karnataka,Karnataka_City5,Clothing,Kurta,Kurta - Model 218,8352.41,11,0.3,464.67,759.31,Arun Kumar,7980.65,1.2,No Return
ORD-00288,2022-06-07,2022-06-09,First Class,CUST0134,Anita Gupta,Home Office,East,Jharkhand,Jharkhand_City5,Electronics,Laptop,Laptop - Model 426,2908.92,1,0.1,632.66,2908.92,Harish Mehta,3303.26,2.1,No Return
ORD-00290,2022-12-20,2022-12-25,Same Day,CUST0173,Priya Patel,Home Office,North,Punjab,Punjab_City3,Electronics,Headphones,Headphones - Model 440,7795.28,4,0.0,1387.09,1948.82,Divya Reddy,9014.85,3.7,No Return
ORD-00291,2024-08-08,2024-08-10,Second Class,CUST0179,Arjun Pillai,Home Office,West,MP,MP_City3,Furniture,Office Chair,Office Chair - Model 501,9220.56,4,0.25,1682.7,2305.14,Chetan Patel,10601.87,3.7,No Return
ORD-00292,2023-10-19,2023-10-21,Standard Class,CUST0122,Sunita Singh,SME,West,Goa,Goa_City1,Electronics,Laptop,Laptop - Model 433,29031.96,12,0.3,2057.45,2419.33,Isha Gupta,32652.99,4.2,Returned
ORD-00293,2023-04-27,2023-04-28,Same Day,CUST0159,Deepika Iyer,SME,West,MP,MP_City5,Clothing,Formal Shirt,Formal Shirt - Model 906,15068.7,18,0.15,2115.24,837.15,Farhan Khan,16157.62,1.9,No Return
ORD-00294,2023-07-03,2023-07-08,Standard Class,CUST0153,Arjun Pillai,SME,Central,Uttarakhand,Uttarakhand_City3,Electronics,Smartwatch,Smartwatch - Model 606,30774.48,11,0.3,3954.38,2797.68,Arun Kumar,26012.64,4.3,No Return
ORD-00295,2023-05-19,2023-05-26,First Class,CUST0075,Sanjay Rao,SME,South,Kerala,Kerala_City3,Clothing,Saree,Saree - Model 191,58215.2,20,0.05,6177.42,2910.76,Jayesh Shah,46808.49,4.9,Returned
ORD-00296,2021-05-28,2021-05-28,Second Class,CUST0141,Priya Patel,SME,South,Karnataka,Karnataka_City5,Electronics,Tablet,Tablet - Model 503,3531.6,1,0.3,849.44,3531.6,Farhan Khan,4082.13,2.6,Returned
ORD-00297,2022-05-28,2022-05-28,Second Class,CUST0036,Suresh Verma,Consumer,Central,Chhattisgarh,Chhattisgarh_City1,Furniture,Sofa,Sofa - Model 173,35167.5,18,0.1,9558.17,1953.75,Arun Kumar,30665.99,4.5,Returned
ORD-00298,2024-09-27,2024-09-28,Same Day,CUST0107,Arjun Pillai,Home Office,South,Tamil Nadu,Tamil Nadu_City2,Furniture,Dining Table,Dining Table - Model 290,93100.8,20,0.2,7741.46,4655.04,Geetha Iyer,102623.77,3.3,No Return
ORD-00299,2023-02-19,2023-02-23,Standard Class,CUST0148,Kavita Menon,Consumer,Central,UP,UP_City5,Clothing,Saree,Saree - Model 979,9784.52,2,0.2,1526.23,4892.26,Elan Nair,10102.21,1.3,No Return
ORD-00300,2021-08-15,2021-08-20,Same Day,CUST0163,Neha Tiwari,Home Office,South,Andhra Pradesh,Andhra Pradesh_City4,Electronics,Printer,Printer - Model 461,30340.53,19,0.0,9741.6,1596.87,Elan Nair,28659.79,1.1,No Return
ORD-00301,2021-05-16,2021-05-17,Second Class,CUST0122,Rohit Bajaj,Corporate,Central,UP,UP_City3,Electronics,Printer,Printer - Model 358,17313.96,6,0.25,4507.38,2885.66,Chetan Patel,19182.12,2.1,No Return
ORD-00302,2022-08-06,2022-08-13,Standard Class,CUST0152,Vijay Reddy,Home Office,North,Delhi,Delhi_City1,Appliances,Washing Machine,Washing Machine - Model 248,28205.25,15,0.05,3439.83,1880.35,Jayesh Shah,35735.23,1.6,Returned
ORD-00303,2023-02-02,2023-02-04,Same Day,CUST0113,Meena Nair,SME,West,Goa,Goa_City4,Furniture,Dining Table,Dining Table - Model 408,20369.3,7,0.3,2189.01,2909.9,Harish Mehta,23894.72,4.0,No Return
ORD-00304,2023-09-22,2023-09-23,Standard Class,CUST0038,Kiran Mishra,Home Office,West,Goa,Goa_City4,Clothing,Jeans,Jeans - Model 725,1522.08,14,0.3,196.73,108.72,Elan Nair,1472.59,2.1,No Return
ORD-00305,2022-06-18,2022-06-19,Standard Class,CUST0198,Deepika Iyer,Corporate,East,Assam,Assam_City1,Clothing,Jacket,Jacket - Model 521,73415.24,19,0.2,8881.6,3863.96,Bhavna Sharma,78013.39,3.7,No Return
ORD-00307,2023-05-06,2023-05-13,Standard Class,CUST0120,Amit Kumar,Home Office,North,Punjab,Punjab_City1,Office Supplies,Stapler,Stapler - Model 491,69260.1,15,0.1,17503.89,4617.34,Geetha Iyer,66927.93,1.2,No Return
ORD-00308,2024-04-20,2024-04-26,Standard Class,CUST0052,Shreya Bose,SME,South,Andhra Pradesh,Andhra Pradesh_City3,Electronics,Headphones,Headphones - Model 205,12132.77,13,0.15,851.11,933.29,Arun Kumar,10148.57,3.3,No Return
ORD-00309,2023-07-19,2023-07-20,Same Day,CUST0168,Rahul Sharma,SME,North,Maharashtra,Maharashtra_City4,Clothing,Formal Shirt,Formal Shirt - Model 513,6679.6,2,0.1,574.0,3339.8,Bhavna Sharma,7147.6,1.0,Returned
ORD-00310,2023-02-27,2023-02-28,First Class,CUST0086,Anita Gupta,Consumer,North,Uttarakhand,Uttarakhand_City2,Appliances,Microwave,Microwave - Model 667,4201.73,13,0.25,243.28,323.21,Arun Kumar,5394.0,3.6,No Return
ORD-00311,2022-08-13,2022-08-14,First Class,CUST0022,Arjun Pillai,SME,West,Maharashtra,Maharashtra_City5,Office Supplies,Printer Paper,Printer Paper - Model 954,5199.04,7,0.05,284.54,742.72,Harish Mehta,6671.86,1.1,No Return
ORD-00312,2022-12-19,2022-12-21,Standard Class,CUST0031,Suresh Verma,Corporate,North,Haryana,Haryana_City2,Electronics,Headphones,Headphones - Model 600,39421.81,17,0.25,9196.91,2318.93,Arun Kumar,40825.61,4.7,No Return
ORD-00313,2022-10-03,2022-10-10,Standard Class,CUST0162,Priya Patel,Corporate,South,Kerala,Kerala_City4,Electronics,Mobile Phone,Mobile Phone - Model 709,41126.6,10,0.0,7684.73,4112.66,Jayesh Shah,37436.98,4.2,Returned
ORD-00314,2022-01-19,2022-01-21,First Class,CUST0176,Rohit Bajaj,Corporate,East,Jharkhand,Jharkhand_City1,Office Supplies,Pen Set,Pen Set - Model 380,13136.04,18,0.3,3120.93,729.78,Chetan Patel,15484.44,1.7,No Return
ORD-00315,2024-03-01,2024-03-05,Standard Class,CUST0149,Priya Patel,Corporate,Central,Chhattisgarh,Chhattisgarh_City1,Clothing,Formal Shirt,Formal Shirt - Model 283,2724.2,5,0.3,457.01,544.84,Bhavna Sharma,3142.01,3.4,No Return
ORD-00316,2021-10-06,2021-10-12,Same Day,CUST0037,Ravi Chandran,Corporate,West,Goa,Goa_City3,Furniture,Desk,Desk - Model 456,38752.69,17,0.05,12201.5,2279.57,Unassigned,31090.7,1.9,No Return
ORD-00317,2022-05-02,2022-05-04,Standard Class,CUST0195,Neha Tiwari,Consumer,North,MP,MP_City4,Appliances,Microwave,Microwave - Model 609,19302.14,17,0.3,3214.92,1135.42,Chetan Patel,16983.56,4.7,No Return
ORD-00318,2021-12-02,2021-12-07,Second Class,CUST0065,Manoj Joshi,Consumer,East,Bihar,Bihar_City1,Furniture,Sofa,Sofa - Model 596,80710.2,20,0.3,10505.32,4035.51,Isha Gupta,69251.98,4.6,Returned
ORD-00319,2022-12-14,2022-12-21,Second Class,CUST0051,Manoj Joshi,SME,Central,Himachal,Himachal_City2,Office Supplies,Printer Paper,Printer Paper - Model 175,31247.44,8,0.1,3327.89,3905.93,Harish Mehta,34139.27,1.2,Returned
ORD-00320,2023-05-07,2023-05-10,Second Class,CUST0046,Sanjay Rao,Corporate,South,Kerala,Kerala_City5,Appliances,Air Conditioner,Air Conditioner - Model 161,8702.4,12,0.25,706.5,725.2,Elan Nair,7555.87,4.4,Returned
ORD-00321,2022-10-18,2022-10-25,Second Class,CUST0076,Shreya Bose,Corporate,West,Gujarat,Gujarat_City4,Office Supplies,Notebook,Notebook - Model 977,23749.56,6,0.25,5981.83,3958.26,Isha Gupta,24808.95,5.0,Returned
ORD-00323,2022-06-10,2022-06-12,Standard Class,CUST0022,Neha Tiwari,Corporate,North,UP,UP_City4,Clothing,Formal Shirt,Formal Shirt - Model 785,3481.14,1,0.15,991.2,3481.14,Elan Nair,3066.54,2.8,No Return
ORD-00324,2021-11-03,2021-11-07,First Class,CUST0181,Sanjay Rao,Corporate,West,Goa,Goa_City3,Furniture,Bed Frame,Bed Frame - Model 536,23758.8,6,0.1,5090.06,3959.8,Elan Nair,27299.51,3.5,No Return
ORD-00325,2024-10-02,2024-10-05,First Class,CUST0015,Kiran Mishra,Consumer,North,Uttarakhand,Uttarakhand_City5,Office Supplies,File Folder,File Folder - Model 821,53345.88,12,0.0,8796.02,4445.49,Bhavna Sharma,57633.77,4.1,No Return
ORD-00326,2022-06-12,2022-06-15,Same Day,CUST0167,Divya Shah,Home Office,East,Odisha,Odisha_City1,Appliances,Refrigerator,Refrigerator - Model 164,82879.9,19,0.25,7020.23,4362.1,Farhan Khan,80610.09,2.9,No Return
ORD-00327,,2021-04-16,Standard Class,CUST0116,Shreya Bose,SME,West,MP,MP_City2,Appliances,Microwave,Microwave - Model 395,48114.24,12,0.25,10560.07,4009.52,Bhavna Sharma,41122.4,2.1,No Return
ORD-00329,2024-08-10,2024-08-15,Second Class,CUST0166,Manoj Joshi,Home Office,West,MP,MP_City2,Office Supplies,File Folder,File Folder - Model 908,47793.92,16,0.25,7493.48,2987.12,Elan Nair,43654.53,2.5,No Return
ORD-00330,2022-03-27,2022-03-28,Second Class,CUST0117,Meena Nair,Consumer,North,Punjab,Punjab_City2,Office Supplies,Stapler,Stapler - Model 219,92489.0,20,0.25,14608.29,4624.45,Arun Kumar,119947.74,3.3,Returned
ORD-00331,2022-09-10,2022-09-11,Standard Class,CUST0144,Priya Patel,SME,East,Bihar,Bihar_City4,Furniture,Desk,Desk - Model 886,53803.31,11,0.05,8273.91,4891.21,Chetan Patel,68539.74,4.7,No Return
ORD-00332,2022-10-24,2022-10-28,First Class,CUST0166,Anita Gupta,Corporate,North,Uttarakhand,Uttarakhand_City4,Appliances,Microwave,Microwave - Model 141,71761.44,16,0.3,17290.55,4485.09,Chetan Patel,81736.58,1.5,No Return
ORD-00333,2022-05-07,2022-05-08,Standard Class,CUST0092,Amit Kumar,SME,West,MP,MP_City1,Furniture,Sofa,Sofa - Model 624,3546.62,11,0.25,288.73,322.42,Geetha Iyer,3182.12,2.3,No Return
ORD-00334,2023-08-28,2023-08-28,Standard Class,CUST0110,Kavita Menon,Consumer,East,Jharkhand,Jharkhand_City4,Furniture,Dining Table,Dining Table - Model 859,24641.63,13,0.1,3403.71,1895.51,Geetha Iyer,29615.36,2.2,Returned
ORD-00335,2023-02-19,2023-02-26,Same Day,CUST0023,Vijay Reddy,Corporate,West,Gujarat,Gujarat_City1,Appliances,Mixer Grinder,Mixer Grinder - Model 519,10856.93,7,0.3,1577.66,1550.99,Elan Nair,10935.72,3.2,No Return
ORD-00336,2023-08-18,2023-08-24,Same Day,CUST0142,Divya Shah,Consumer,South,Kerala,Kerala_City1,Clothing,Jeans,Jeans - Model 910,8245.72,2,0.1,2229.13,4122.86,Arun Kumar,7231.6,2.2,Returned
ORD-00337,2021-10-24,2021-10-27,Same Day,CUST0126,Deepika Iyer,SME,North,Haryana,Haryana_City3,Clothing,Formal Shirt,Formal Shirt - Model 743,640.81,1,0.1,114.14,640.81,Harish Mehta,824.81,4.3,No Return
ORD-00338,2022-06-06,2022-06-07,First Class,CUST0067,Meena Nair,Home Office,Central,Himachal,Himachal_City4,Electronics,Monitor,Monitor - Model 751,6452.97,19,0.1,1093.66,339.63,Farhan Khan,5319.55,2.2,No Return
ORD-00339,,2023-05-28,First Class,CUST0025,Shreya Bose,Corporate,Central,Chhattisgarh,Chhattisgarh_City5,Furniture,Bed Frame,Bed Frame - Model 693,16448.28,6,0.3,1667.92,2741.38,Farhan Khan,19929.68,1.1,No Return
ORD-00340,2021-07-15,2021-07-16,Standard Class,CUST0042,Sunita Singh,Consumer,East,Jharkhand,Jharkhand_City1,Clothing,Jeans,Jeans - Model 591,5705.35,7,0.05,1623.16,815.05,Farhan Khan,5453.1,2.5,Returned
ORD-00341,2022-12-08,2022-12-11,Second Class,CUST0182,Anita Gupta,Consumer,Central,Himachal,Himachal_City2,Office Supplies,Notebook,Notebook - Model 180,3735.08,1,0.0,435.91,3735.08,Geetha Iyer,4278.19,4.1,No Return
ORD-00342,2024-02-09,2024-02-10,Standard Class,CUST0051,Sunita Singh,Home Office,North,UP,UP_City1,Clothing,T-Shirt,T-Shirt - Model 872,7951.24,2,0.2,1450.01,3975.62,Bhavna Sharma,9471.4,4.7,No Return
ORD-00345,2023-09-24,2023-09-25,Standard Class,CUST0120,Sunita Singh,Home Office,West,Maharashtra,Maharashtra_City4,Office Supplies,Pen Set,Pen Set - Model 218,12287.09,17,0.3,1362.18,722.77,Geetha Iyer,11572.05,3.4,No Return
ORD-00346,2023-03-01,2023-03-07,Same Day,CUST0075,Pooja Agarwal,Corporate,West,Gujarat,Gujarat_City4,Appliances,Air Conditioner,Air Conditioner - Model 548,30037.21,7,0.3,6112.92,4291.03,Isha Gupta,33920.24,1.3,No Return
ORD-00347,2024-02-08,2024-02-15,Same Day,CUST0190,Meena Nair,SME,West,Goa,Goa_City3,Appliances,Refrigerator,Refrigerator - Model 883,5551.08,3,0.05,799.41,1850.36,Jayesh Shah,6088.56,4.0,Returned
ORD-00348,2023-08-16,2023-08-18,Second Class,CUST0125,Kiran Mishra,Corporate,East,Jharkhand,Jharkhand_City1,Appliances,Air Conditioner,Air Conditioner - Model 855,7015.5,9,0.15,491.43,779.5,Arun Kumar,8524.93,3.0,No Return
ORD-00349,2024-08-07,2024-08-10,Same Day,CUST0084,Vijay Reddy,SME,South,Andhra Pradesh,Andhra Pradesh_City5,Appliances,Fan,Fan - Model 367,31287.4,10,0.0,8699.51,3128.74,Isha Gupta,30405.34,4.4,No Return
ORD-00350,2023-12-06,2023-12-10,Same Day,CUST0116,Manoj Joshi,Consumer,North,UP,UP_City3,Electronics,Headphones,Headphones - Model 832,29128.45,13,0.0,1743.57,2240.65,Geetha Iyer,30402.16,1.4,Returned
